Keyword,Intent nguồn,Volume,KD,CPC,ICADO rank,ICADO page,Quyết định,Pillar,Cụm LSI / Search intent,Intent chuẩn hóa,Ưu tiên
cách đóng gói giày dép,Informational,30,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách đập cầu lông hiệu quả,Informational,30,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách đập cầu lông mạnh nhất,"Informational, Transactional",30,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách để giày trắng không bị bẩn,Commercial,30,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
có nên dán đế giày,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
công dụng của giày,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
công ty tnhh dofy phát triển thể thao,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
căng dây,"Informational, Transactional",30,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
căng vợt cầu lông chuẩn,Informational,30,4,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cước cầu lông trợ lực,Informational,30,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cấu tạo đôi giày,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cầu lông bao nhiêu lông,Informational,30,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cầu lông vn,Informational,30,62,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cặp vợt cầu lông giá bao nhiêu,Informational,30,55,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
cột dây giày adidas,"Informational, Transactional",30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
cột dây giày nike,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cột dây giày đá bóng,"Informational, Transactional",30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
cột giày,"Informational, Transactional",30,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
cột nơ giày,"Informational, Transactional",30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
cửa hàng calvin klein tại tphcm,Informational,30,20,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cửa hàng lining cầu giấy,Navigational,30,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cửa hàng lyn nguyễn trãi,"Informational, Transactional",30,20,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
cửa hàng maybelline ở hà nội,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cửa hàng nine west tại tphcm,Navigational,30,28,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cửa hàng okono,Commercial,30,18,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
cửa hàng samsonite tại hà nội,Transactional,30,27,0.20999999344348907,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
dep noir,Informational,30,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
depvn,Commercial,30,21,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
dung dịch làm trắng giày,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dunk rổ,Informational,30,28,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dán giày bằng keo gì,Informational,30,12,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dán giày dép bằng keo gì,Informational,30,9,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dán giày thể thao hà nội,Commercial,30,10,0.11999999731779099,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
dán đế giày adidas,Informational,30,5,0.09000000357627869,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dán đế giày bóng rổ,Informational,30,13,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dây buộc giày tây,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dây giày bị ngắn,Informational,30,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dây giày ngắn,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dây giày quá dài phải làm sao,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dây giày shoelaces,Informational,30,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dây giày đen,"Informational, Transactional",30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
dây vợt cầu lông tốt,Informational,30,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dây đan vợt,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép 10k,Informational,30,24,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép bioline,"Informational, Transactional",30,22,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
dép cam,Informational,30,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép cặp,Informational,30,19,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép fila quai ngang,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép fila trắng,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép hai quai ngang,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép hình chuối,Informational,30,19,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép hình sầu riêng,Informational,30,22,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép kẹp fila,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép lai giày,Informational,30,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép lining chính hãng,Navigational,30,15,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
dép lê màu đen,Informational,30,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép lông trẻ em,Informational,30,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép nhựa sline,Informational,30,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép phao,"Informational, Transactional",30,23,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
dép routine,Navigational,30,23,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép salt,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép trắng đen,Informational,30,21,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép tông trắng,Informational,30,19,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép veblen,Informational,30,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép ôn đột,Informational,30,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép đế đúc,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dùng keo 502 dán giày,Informational,30,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dùng keo gì để dán giày,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dạ bông,Informational,30,24,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dạy trẻ kỹ năng buộc dây giày,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dải rút,"Informational, Transactional",30,21,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
dụng cụ hỗ trợ tập cầu lông,Informational,30,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
feiying,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
fong là gì,Informational,30,15,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
gao ning,Informational,30,27,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
gia giay lining,"Informational, Transactional",30,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giay bong da co nhan tao chinh hang,Informational,30,24,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giay cot day,"Informational, Transactional",30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giay lining khuyen mai,"Informational, Transactional",30,17,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giay san co tu nhien,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giay thoi trang the thao,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giay thể thao trẻ em,Informational,30,17,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giaychinhhang,Informational,30,20,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giaày lining,"Informational, Transactional",30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giày 1tr,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày adidas bị hở keo,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày adweina,Informational,30,22,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày beyono chính hãng,Informational,30,9,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giày bomber,Informational,30,15,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày butter,Navigational,30,20,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày bóng bàn hà nội,Informational,30,1,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giày bóng bàn nike,Informational,30,3,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giày bóng chuyền adidas chính hãng,Informational,30,18,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giày bóng chuyền lining,Informational,30,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày bóng chuyền tphcm,Navigational,30,21,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày bóng chuyền tốt nhất,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày bóng rổ cho trẻ em,Informational,30,5,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày bóng rổ trắng,Informational,30,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày bóng rổ trẻ em giá rẻ,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giày bông cúc,Informational,30,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày chạy 100m,Informational,30,23,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Comparison,—
giày có mấy loại,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày cầu lông hà nội,Commercial,30,14,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giày cầu lông khuyến mãi,Informational,30,21,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày cầu lông lining sale,Informational,30,8,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày cầu lông tphcm,Commercial,30,4,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giày cầu lông winba,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày da lộn buộc dây,"Informational, Transactional",30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giày da trắng bị ố vàng phải làm sao,Informational,30,6,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày fake và real,Informational,30,4,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày giấu đế,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày hãng sport,Informational,30,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày hỗ trợ lực sút,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lace up là gì,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lai dép,Informational,30,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày legit là gì,Informational,30,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lihsing,Informational,30,22,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lining china,Informational,30,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lining hà nội,Navigational,30,21,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lining hồng,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lining sonic boom,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lining đỏ,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lười cột dây,Informational,30,2,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lưỡi gà,Informational,30,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lịch sự,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày mọi là gì,Informational,30,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày nhiều lỗ,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày nike bóng chuyền,Informational,30,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày nike êm nhất,Informational,30,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày nào mang êm chân,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày porta kobe,Informational,30,-1,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày rọ trẻ em,Informational,30,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày thiếu nhi,Informational,30,15,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày thắt nơ,"Informational, Transactional",30,-1,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giày thể thao cho trẻ em,Informational,30,9,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày thể thao dành cho trẻ em,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày thể thao dưới 2 triệu,Informational,30,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày thể thao lining chính hãng,Informational,30,8,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giày thể thao nào tốt nhất,Informational,30,4,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày trắng trơn,Informational,30,18,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày tăng lực sút,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày tập,Informational,30,12,0.10000000149011612,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày tự buộc dây,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày zx,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đi bộ cho người già,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đinh cỏ nhân tạo,Informational,30,31,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đinh đá bóng sân cỏ nhân tạo,Informational,30,26,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đá bóng cho sân cỏ nhân tạo,Informational,30,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đá bóng da mềm,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đá bóng sân cỏ nhân tạo màu hồng,Informational,30,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đá bóng sân cỏ nhân tạo siêu nhẹ,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đá bóng sân cỏ nhân tạo tphcm,Commercial,30,15,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giày đá bóng sân cỏ nhân tạo tốt nhất,Informational,30,9,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đá sân cỏ nhân tạo tốt nhất,Informational,30,13,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đánh bóng chuyền hơi,Informational,30,10,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đánh cầu lông trẻ em,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giá bóng chuyền 7400,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giá căng dây vợt cầu lông,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giá giày cầu lông lining,Informational,30,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giá giày lining chính hãng,Informational,30,8,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giá lining windstorm 72,Informational,30,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giá mũ lưỡi trai,Informational,30,10,0.10000000149011612,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giá tiền vợt cầu lông,Informational,30,48,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giầy lining giảm giá,"Informational, Transactional",30,16,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
goose down là gì,Informational,30,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
high ling,Informational,30,24,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
hypertec,Navigational,30,34,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
hypertex,Informational,30,23,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
hãng lining của nước nào,Informational,30,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
hướng dẫn cách buộc dây giày,"Informational, Transactional",30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
hướng dẫn làm trọng tài cầu lông,"Informational, Transactional",30,4,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
hướng dẫn thắt dây giày,"Informational, Transactional",30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
hướng dẫn đập cầu mạnh,"Informational, Transactional",30,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
học đan vợt cầu lông,Informational,30,2,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
infinity 5,Informational,30,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
izuno,Informational,30,28,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
jacket đẹp,Informational,30,26,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
jinyibaini,Informational,30,18,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
keo dinh giay the thao,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
keo dán bảo vệ đế giày,Informational,30,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
keo dán giày thể thao chuyên dụng,Informational,30,5,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
keo dán giày thể thao nike,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
keo dán giày đá bóng,Informational,30,6,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
keo dán đế giày tây,Informational,30,6,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
keo gắn giày,Informational,30,11,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
khi dây giày quá dài,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
khoác nỉ,Informational,30,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
khăn lau mồ hôi tay,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
khăn thấm mồ hôi,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
kiểu thắt dây giày,"Informational, Transactional",30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
ky thuat dap cau,Informational,30,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
kylin vietnam,Informational,30,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
kích chân là gì,Informational,30,4,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
kính bơi cận lining,Informational,30,16,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
kính bơi giá bao nhiêu,Informational,30,10,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
kính bơi gò vấp,Commercial,30,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
kính bơi lining trẻ em,Informational,30,-1,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
kính bơi màu đen,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
kết hợp đồ với giày thể thao,Informational,30,-1,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
kỹ thuật cầu lông,"Informational, Transactional",30,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
kỹ thuật giao cầu lông,"Informational, Transactional",30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
kỹ thuật đánh cầu lông đơn,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
laibin,Informational,30,28,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lead storm,Informational,30,21,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
len nỉ,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
leten future pro,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
li ni,"Informational, Navigational",30,54,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
li ning casual shoes,"Informational, Transactional",30,26,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
li ning esport,Informational,30,23,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
li ning smart shoes,Informational,30,22,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lifan com,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
light ling,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lightning com,Informational,30,72,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
liin vn,Navigational,30,28,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lin dep,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lin ning,Navigational,30,54,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lined bras,Informational,30,20,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
linfa,Informational,30,29,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
ling store,Commercial,30,40,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lingding,Informational,30,26,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
linglight,Informational,30,23,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
linh ni,Informational,30,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining 361,Informational,30,16,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining 70c,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining 9 td,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining 90 td,Informational,30,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining 90 tf,Informational,30,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining aeronaut 4000 boost,Commercial,30,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lining aeronaut 7000c,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining aeronaut 8000,"Informational, Transactional",30,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
